,id,name,cost,position,home_team,away_team,kickoff_time,is_home,team_x,team_strength_rank,opponent_strength_rank,opponent_strength_overall,opponent_strength_attack,opponent_strength_defence
595,416,Joelinton Cássio Apolinário de Lira,58,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
692,480,John Egan,42,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,True,Sheffield Utd,20,8,1190,1150,1230
693,481,John Fleck,49,MID,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,True,Sheffield Utd,20,8,1190,1150,1230
469,324,John McAtee,45,FWD,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
55,50,John McGinn,53,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
528,368,John Stones,53,DEF,Crystal Palace,Man City,2024-04-06T11:30:00Z,False,Man City,1,16,1070,1080,1060
334,658,John-Kymani Gordon,45,FWD,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
813,560,Jonathan Castro Otto,43,DEF,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
653,460,Jonathan Panzo,40,DEF,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
656,463,Jonjo Shelvey,48,MID,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
572,703,Jonny Evans,40,DEF,Man Utd,Liverpool,2024-04-07T14:30:00Z,True,Man Utd,7,3,1370,1350,1390
685,472,Jordan Amissah,39,GKP,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,True,Sheffield Utd,20,8,1190,1150,1230
308,221,Jordan Ayew,54,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
211,160,Jordan Beyer,39,DEF,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
465,320,Jordan Clark,48,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
425,299,Jordan Henderson,50,MID,Man Utd,Liverpool,2024-04-07T14:30:00Z,False,Liverpool,3,7,1125,1130,1120
360,263,Jordan Pickford,46,GKP,Everton,Burnley,2024-04-06T14:00:00Z,True,Everton,15,19,1050,1050,1050
7,9,Jorge Luiz Frello Filho,53,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
790,647,Joseph Anang,40,GKP,Wolves,West Ham,2024-04-06T14:00:00Z,False,West Ham,10,14,1100,1085,1115
497,682,Joseph Johnson,40,DEF,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
304,838,Josh Acheampong,40,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
634,440,Josh Bowler,45,MID,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
298,723,Josh Brooking,40,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
212,161,Josh Brownhill,47,MID,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
216,165,Josh Cullen,50,MID,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
127,99,Josh Dasilva,47,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
666,637,Josh Powell,39,DEF,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
200,747,Joshua Duffus,44,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
414,810,Joshua King,45,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,True,Fulham,11,6,1280,1210,1355
821,569,José Malheiro de Sá,50,GKP,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
510,346,João Cancelo,58,DEF,Crystal Palace,Man City,2024-04-06T11:30:00Z,False,Man City,1,16,1070,1080,1060
363,266,João Neves Virgínia,39,GKP,Everton,Burnley,2024-04-06T14:00:00Z,True,Everton,15,19,1050,1050,1050
392,280,João Palhinha Gonçalves,50,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,True,Fulham,11,6,1280,1210,1355
173,135,João Pedro Junqueira de Jesus,52,FWD,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
812,559,João Victor Gomes da Silva,49,MID,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
188,151,Joël Veltman,43,DEF,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
531,616,Joško Gvardiol,48,DEF,Crystal Palace,Man City,2024-04-06T11:30:00Z,False,Man City,1,16,1070,1080,1060
168,130,Julio Enciso,50,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
507,343,Julián Álvarez,64,FWD,Crystal Palace,Man City,2024-04-06T11:30:00Z,False,Man City,1,16,1070,1080,1060
29,585,Jurriën Timber,46,DEF,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
835,751,Justin Hubner,40,DEF,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
89,72,Justin Kluivert,46,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
532,678,Jérémy Doku,64,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,False,Man City,1,16,1070,1080,1060
221,170,Jóhann Berg Gudmundsson,48,MID,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
175,137,Kacper Kozłowski,45,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
342,825,Kaden Rodney,45,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
795,774,Kaelan Casey,40,DEF,Wolves,West Ham,2024-04-06T14:00:00Z,False,West Ham,10,14,1100,1085,1115
5,6,Kai Havertz,72,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
452,783,Kaide Gordon,45,MID,Man Utd,Liverpool,2024-04-07T14:30:00Z,False,Liverpool,3,7,1125,1130,1120
76,793,Kaine Kesler-Hayden,40,DEF,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
765,364,Kalvin Phillips,47,MID,Wolves,West Ham,2024-04-06T14:00:00Z,False,West Ham,10,14,1100,1085,1115
181,143,Kaoru Mitoma,64,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
587,408,Karl Darlow,40,GKP,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
30,646,Karl Hein,40,GKP,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
135,107,Keane Lewis-Potter,47,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
44,39,Keinan Davis,49,FWD,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
610,431,Kell Watts,40,DEF,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
397,285,Kenny Tete,44,DEF,Fulham,Newcastle,2024-04-06T14:00:00Z,True,Fulham,11,6,1280,1210,1355
255,187,Kepa Arrizabalaga,50,GKP,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
513,349,Kevin De Bruyne,103,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,False,Man City,1,16,1070,1080,1060
389,277,Kevin Mbabu,40,DEF,Fulham,Newcastle,2024-04-06T14:00:00Z,True,Fulham,11,6,1280,1210,1355
142,115,Kevin Schade,52,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
810,556,Ki-Jana Hoever,40,DEF,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
93,76,Kieffer Moore,46,FWD,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
20,24,Kieran Tierney,44,DEF,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
609,430,Kieran Trippier,67,DEF,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
184,147,Kjell Scherpen,40,GKP,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
553,388,Kobbie Mainoo,44,MID,Man Utd,Liverpool,2024-04-07T14:30:00Z,True,Man Utd,7,3,1370,1350,1390
792,676,Konstantinos Mavropanos,45,DEF,Wolves,West Ham,2024-04-06T14:00:00Z,False,West Ham,10,14,1100,1085,1115
437,311,Konstantinos Tsimikas,45,DEF,Man Utd,Liverpool,2024-04-07T14:30:00Z,False,Liverpool,3,7,1125,1130,1120
50,45,Kortney Hause,39,DEF,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
413,796,Kristian Sekularac,44,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,True,Fulham,11,6,1280,1210,1355
118,90,Kristoffer Ajer,44,DEF,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
787,544,Kurt Zouma,45,DEF,Wolves,West Ham,2024-04-06T14:00:00Z,False,West Ham,10,14,1100,1085,1115
529,369,Kyle Walker,53,DEF,Crystal Palace,Man City,2024-04-06T11:30:00Z,False,Man City,1,16,1070,1080,1060
232,181,Lawrence Vigouroux,39,GKP,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
45,40,Leander Dendoncker,49,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
22,26,Leandro Trossard,65,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
201,753,Leigh Kavanagh,40,DEF,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
299,758,Leo Castledine,45,MID,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
39,34,Leon Bailey,56,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
842,836,Leon Chiwome,45,FWD,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
286,613,Lesley Ugochukwu,44,MID,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
264,197,Levi Colwill,46,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
83,66,Lewis Cook,50,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
367,624,Lewis Dobbin,45,MID,Everton,Burnley,2024-04-06T14:00:00Z,True,Everton,15,19,1050,1050,1050
167,129,Lewis Dunk,52,DEF,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
580,204,Lewis Hall,42,DEF,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
453,812,Lewis Koumas,45,FWD,Man Utd,Liverpool,2024-04-07T14:30:00Z,False,Liverpool,3,7,1125,1130,1120
618,635,Lewis Miley,45,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
651,458,Lewis O'Brien,49,MID,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
794,773,Lewis Orford,45,MID,Wolves,West Ham,2024-04-06T14:00:00Z,False,West Ham,10,14,1100,1085,1115
376,841,Lewis Warrington,45,MID,Everton,Burnley,2024-04-06T14:00:00Z,True,Everton,15,19,1050,1050,1050
556,391,Lisandro Martínez,47,DEF,Man Utd,Liverpool,2024-04-07T14:30:00Z,True,Man Utd,7,3,1370,1350,1390
87,70,Lloyd Kelly,45,DEF,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
249,805,Lorenz Assignon,40,DEF,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
613,580,Loris Karius,39,GKP,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
709,654,Louie Marsh,45,FWD,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,True,Sheffield Utd,20,8,1190,1150,1230
484,339,Louie Watson,44,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
647,454,Loïc Mbe Soh,40,DEF,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
404,625,Luc De Fougerolles,39,DEF,Fulham,Newcastle,2024-04-06T14:00:00Z,True,Fulham,11,6,1280,1210,1355
202,755,Luca Barrington,45,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
241,605,Luca Koleosho,48,MID,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
288,659,Lucas Bergström,39,GKP,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
47,42,Lucas Digne,46,DEF,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
783,539,Lucas Tolentino Coelho de Lima,60,MID,Wolves,West Ham,2024-04-06T14:00:00Z,False,West Ham,10,14,1100,1085,1115
429,303,Luis Díaz,76,MID,Man Utd,Liverpool,2024-04-07T14:30:00Z,False,Liverpool,3,7,1125,1130,1120
113,705,Luis Sinisterra,55,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
777,533,Lukasz Fabianski,42,GKP,Wolves,West Ham,2024-04-06T14:00:00Z,False,West Ham,10,14,1100,1085,1115
462,317,Luke Berry,46,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
446,726,Luke Chambers,40,DEF,Man Utd,Liverpool,2024-04-07T14:30:00Z,False,Liverpool,3,7,1125,1130,1120
805,550,Luke Cundle,45,MID,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
467,322,Luke Freeman,49,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
408,683,Luke Harris,45,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,True,Fulham,11,6,1280,1210,1355
222,171,Luke McNally,40,DEF,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
324,237,Luke Plange,45,FWD,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
562,398,Luke Shaw,52,DEF,Man Utd,Liverpool,2024-04-07T14:30:00Z,True,Man Utd,7,3,1370,1350,1390
714,693,Luke Thomas,40,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,True,Sheffield Utd,20,8,1190,1150,1230
219,168,Lyle Foster,47,FWD,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
373,719,Mackenzie Hunt,45,MID,Everton,Burnley,2024-04-06T14:00:00Z,True,Everton,15,19,1050,1050,1050
121,93,Mads Bech Sørensen,40,DEF,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
122,94,Mads Bidstrup,45,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
460,315,Mads Juel Andersen,39,DEF,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
141,114,Mads Roerslev Rasmussen,44,DEF,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
533,762,Mahamadou Susoho,45,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,False,Man City,1,16,1070,1080,1060
166,128,Mahmoud Dahoud,48,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
277,214,Malang Sarr,43,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
311,224,Malcolm Ebiowei,44,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
269,203,Malo Gusto,43,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
755,583,Manor Solomon,51,MID,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,True,Spurs,5,17,1100,1125,1080
505,341,Manuel Akanji,49,DEF,Crystal Palace,Man City,2024-04-06T11:30:00Z,False,Man City,1,16,1070,1080,1060
210,159,Manuel Benson Hedilazio,52,MID,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
265,198,Marc Cucurella Saseta,48,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
315,228,Marc Guéhi,42,DEF,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
449,756,Marcelo de Araújo Pitaluga Filho,40,GKP,Man Utd,Liverpool,2024-04-07T14:30:00Z,False,Liverpool,3,7,1125,1130,1120
100,83,Marcos Senesi,44,DEF,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
260,192,Marcus Bettinelli,40,GKP,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
9,11,Marcus Oliveira Alencar,45,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
560,396,Marcus Rashford,84,MID,Man Utd,Liverpool,2024-04-07T14:30:00Z,True,Man Utd,7,3,1370,1350,1390
103,86,Marcus Tavernier,53,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
396,284,Marek Rodák,39,GKP,Fulham,Newcastle,2024-04-06T14:00:00Z,True,Fulham,11,6,1280,1210,1355
818,565,Mario Lemina,49,MID,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
129,101,Mark Flekken,46,GKP,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
590,411,Mark Gillespie,39,GKP,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
197,741,Mark O’Mahony,45,FWD,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
105,88,Mark Travers,40,GKP,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
588,409,Martin Dubravka,42,GKP,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
12,14,Martin Ødegaard,85,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
458,52,Marvelous Nakamba,43,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
287,623,Mason Burstow,45,FWD,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
682,255,Mason Holgate,40,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,True,Sheffield Utd,20,8,1190,1150,1230
536,209,Mason Mount,68,MID,Man Utd,Liverpool,2024-04-07T14:30:00Z,True,Man Utd,7,3,1370,1350,1390
519,356,Mateo Kovačić,46,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,False,Man City,1,16,1070,1080,1060
332,615,Matheus França de Oliveira,48,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
530,566,Matheus Luiz Nunes,47,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,False,Man City,1,16,1070,1080,1060
827,590,Matheus Santos Carneiro Da Cunha,55,FWD,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
134,106,Mathias Jensen,53,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
148,121,Mathias Jorgensen,43,DEF,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
823,571,Matija Šarkić,40,GKP,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
828,598,Matt Doherty,43,DEF,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
468,323,Matt Macey,40,GKP,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
604,425,Matt Ritchie,43,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
607,428,Matt Targett,42,DEF,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
625,28,Matt Turner,38,GKP,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
125,97,Matthew Cox,40,GKP,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
406,652,Matthew Dibley-Dias,45,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,True,Fulham,11,6,1280,1210,1355
833,749,Matthew Whittingham,45,MID,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
41,36,Matty Cash,46,DEF,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
678,808,Matz Sels,45,GKP,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
36,815,Mauro Bandeira,45,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
110,643,Max Aarons,44,DEF,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
816,563,Max Kilman,45,DEF,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
115,802,Max Kinsey,40,DEF,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
696,484,Max Lowe,43,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,True,Sheffield Utd,20,8,1190,1150,1230
250,806,Maxime Esteve,40,DEF,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
771,527,Maxwel Cornet,52,MID,Wolves,West Ham,2024-04-06T14:00:00Z,False,West Ham,10,14,1100,1085,1115
534,771,Micah Hamilton,45,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,False,Man City,1,16,1070,1080,1060
355,257,Michael Keane,43,DEF,Everton,Burnley,2024-04-06T14:00:00Z,True,Everton,15,19,1050,1050,1050
621,745,Michael Ndiweni,44,FWD,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
225,174,Michael Obafemi,49,FWD,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
151,620,Michael Olakigbe,45,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
323,236,Michael Olise,56,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
767,523,Michail Antonio,57,FWD,Wolves,West Ham,2024-04-06T14:00:00Z,False,West Ham,10,14,1100,1085,1115
174,136,Michał Karbownik,40,DEF,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
756,639,Micky van de Ven,44,DEF,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,True,Spurs,5,17,1100,1125,1080
581,402,Miguel Almirón Rejala,60,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
248,706,Mike Trésor,53,MID,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
126,98,Mikkel Damsgaard,48,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
107,595,Milos Kerkez,44,DEF,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
638,444,Mohamed Dräger,40,DEF,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
2,3,Mohamed Elneny,44,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
434,308,Mohamed Salah,134,MID,Man Utd,Liverpool,2024-04-07T14:30:00Z,False,Liverpool,3,7,1125,1130,1120
793,689,Mohammed Kudus,68,MID,Wolves,West Ham,2024-04-06T14:00:00Z,False,West Ham,10,14,1100,1085,1115
251,126,Moisés Caicedo Corozo,45,MID,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
641,447,Morgan Gibbs-White,57,MID,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
77,803,Morgan Rogers,50,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
60,56,Morgan Sanson,45,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
67,599,Moussa Diaby,63,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
650,457,Moussa Niakhaté,45,DEF,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
668,696,Murillo Santiago Costa dos Santos,45,DEF,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
273,210,Mykhailo Mudryk,63,MID,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
34,764,Myles Lewis-Skelly,45,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
156,744,Myles Peart-Harris,45,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
524,363,Máximo Perrone,44,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,False,Man City,1,16,1070,1080,1060
306,219,Naouirou Ahamada,43,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
506,342,Nathan Aké,50,DEF,Crystal Palace,Man City,2024-04-06T11:30:00Z,False,Man City,1,16,1070,1080,1060
124,96,Nathan Collins,45,DEF,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
831,704,Nathan Fraser,45,FWD,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
359,262,Nathan Patterson,43,DEF,Everton,Burnley,2024-04-06T14:00:00Z,True,Everton,15,19,1050,1050,1050
